,snippet_id,pid,situation,code,object,rank
401,P24_C_220_311_1731_394,P24,Copyshop,other original purpose,card,5
402,P24_C_220_311_1731_394,P24,Copyshop,place on,card,5
403,P24_C_1_401_1629_473,P24,Copyshop,hold to,watch,3
404,P24_C_1_401_1629_473,P24,Copyshop,wearable,watch,3
405,P24_C_1_401_1629_473,P24,Copyshop,wireless connection,watch,3
406,P24_C_1_401_1629_473,P24,Copyshop,not at hand\must have at hand,watch,3
407,P24_C_2_482_1492_571,P24,Copyshop,hold to,pen,4
408,P24_C_2_482_1492_571,P24,Copyshop,magnetically attached,pen,4
409,P24_C_2_482_1492_571,P24,Copyshop,wireless connection,pen,4
410,P24_C_2_482_1492_571,P24,Copyshop,multifunctional,pen,4
411,P24_C_183_577_1102_699,P24,Copyshop,unfolded,tissue,6
412,P24_C_183_577_1102_699,P24,Copyshop,uncomfortable,tissue,6
413,P24_C_183_577_1102_699,P24,Copyshop,tab on object\button,tissue,6
414,P24_C_183_577_1102_699,P24,Copyshop,slow,tissue,6
415,P24_C_183_577_1102_699,P24,Copyshop,writing,tissue,6
416,P25_C_28_47_1068_149,P25,Copyshop,multifunctional,phone,1
417,P25_C_28_47_1068_149,P25,Copyshop,high compatibility,phone,1
418,P25_C_28_47_1068_149,P25,Copyshop,at hand,phone,1
419,P25_C_28_47_1068_149,P25,Copyshop,wireless connection,phone,1
420,P25_C_28_152_1568_248,P25,Copyshop,secure,key,5
421,P25_C_28_152_1568_248,P25,Copyshop,insert,key,5
422,P25_C_34_252_1438_329,P25,Copyshop,place on,card,3
423,P25_C_34_252_1438_329,P25,Copyshop,at hand,card,3
424,P25_C_32_331_1156_414,P25,Copyshop,wireless connection,watch,2
425,P25_C_32_331_1156_414,P25,Copyshop,multifunctional,watch,2
426,P25_C_32_331_1156_414,P25,Copyshop,realisable,watch,2
427,P25_C_30_417_1568_500,P25,Copyshop,magnetically attached,pen,3
428,P25_C_30_417_1568_500,P25,Copyshop,tab on object\button,pen,3
429,P25_C_30_417_1568_500,P25,Copyshop,wireless connection,pen,3
430,P25_C_36_506_1038_604,P25,Copyshop,fun / innovative,tissue,5
431,P25_C_36_506_1038_604,P25,Copyshop,place on,tissue,5
432,P25_C_36_506_1038_604,P25,Copyshop,foldable / deformable,tissue,5
433,P26_C_67_74_719_145,P26,Copyshop,wireless connection\messenger,phone,1
434,P26_C_67_74_719_145,P26,Copyshop,known interaction,phone,1
435,P26_C_67_74_719_145,P26,Copyshop,wireless connection,phone,1
436,P26_C_71_166_1591_250,P26,Copyshop,low compatibility,key,5
437,P26_C_71_166_1591_250,P26,Copyshop,insert,key,5
438,P26_C_71_166_1591_250,P26,Copyshop,secure,key,5
439,P26_C_69_258_1007_305,P26,Copyshop,insert,card,2
440,P26_C_69_258_1007_305,P26,Copyshop,known interaction,card,2
441,P26_C_67_332_652_399,P26,Copyshop,known interaction,watch,3
442,P26_C_67_332_652_399,P26,Copyshop,wireless connection,watch,3
443,P26_C_71_410_805_490,P26,Copyshop,insert,pen,4
444,P26_C_71_410_805_490,P26,Copyshop,low compatibility,pen,4
445,P26_C_74_494_962_551,P26,Copyshop,writing,tissue,6
446,P26_C_74_494_962_551,P26,Copyshop,disposable,tissue,6
447,P27_C_73_109_1409_192,P27,Copyshop,wireless connection\messenger,phone,1
448,P27_C_73_109_1409_192,P27,Copyshop,known interaction,phone,1
449,P27_C_73_109_1409_192,P27,Copyshop,simple,phone,1
450,P27_C_73_109_1409_192,P27,Copyshop,additional setting / functions,phone,1
451,P27_C_73_196_1455_271,P27,Copyshop,secure,key,5
452,P27_C_73_196_1455_271,P27,Copyshop,additional device needed,key,5
453,P27_C_75_278_1589_349,P27,Copyshop,known interaction,card,3
454,P27_C_75_278_1589_349,P27,Copyshop,scan,card,3
455,P27_C_73_361_877_445,P27,Copyshop,known interaction,watch,2
456,P27_C_73_361_877_445,P27,Copyshop,wireless connection,watch,2
457,P27_C_71_451_1741_518,P27,Copyshop,tab on object\button,pen,4
458,P27_C_71_451_1741_518,P27,Copyshop,wireless connection,pen,4
459,P27_C_71_451_1741_518,P27,Copyshop,scan,pen,4
460,P27_C_71_536_1056_610,P27,Copyshop,place on,tissue,6
461,P27_C_71_536_1056_610,P27,Copyshop,tab on object,tissue,6
462,P28_C_109_86_536_163,P28,Copyshop,wireless connection,phone,2
463,P28_C_106_170_974_248,P28,Copyshop,intuitive,key,4
464,P28_C_106_170_974_248,P28,Copyshop,insert,key,4
465,P28_C_104_255_639_319,P28,Copyshop,insert,card,5
466,P28_C_104_255_639_319,P28,Copyshop,wireless connection\cloud,card,5
467,P28_C_104_333_568_408,P28,Copyshop,wireless connection,watch,1
468,P28_C_104_333_568_408,P28,Copyshop,fast / quick,watch,1
469,P28_C_110_420_1268_500,P28,Copyshop,extra steps,pen,3
470,P28_C_110_420_1268_500,P28,Copyshop,pointing,pen,3
471,P28_C_110_420_1268_500,P28,Copyshop,not at hand\must have at hand,pen,3
472,P28_C_110_420_1268_500,P28,Copyshop,additional device needed,pen,3
473,P28_C_110_512_1295_568,P28,Copyshop,wireless connection\cloud,tissue,6
474,P29_C_61_85_1396_160,P29,Copyshop,place on,phone,1
475,P29_C_61_85_1396_160,P29,Copyshop,cable,phone,1
476,P29_C_61_85_1396_160,P29,Copyshop,wireless connection\cloud,phone,1
477,P29_C_61_85_1396_160,P29,Copyshop,known interaction,phone,1
478,P29_C_63_165_1649_257,P29,Copyshop,place on,key,5
479,P29_C_63_165_1649_257,P29,Copyshop,no additional device,key,5
480,P29_C_63_261_1410_358,P29,Copyshop,realisable,card,3
481,P29_C_63_261_1410_358,P29,Copyshop,place on,card,3
482,P29_C_63_261_1410_358,P29,Copyshop,high compatibility,card,3
483,P29_C_59_364_1139_423,P29,Copyshop,wearable,watch,2
484,P29_C_59_364_1139_423,P29,Copyshop,at hand,watch,2
485,P29_C_59_364_1139_423,P29,Copyshop,hold to,watch,2
486,P29_C_63_427_1633_506,P29,Copyshop,other original purpose,pen,3
487,P29_C_63_427_1633_506,P29,Copyshop,at hand,pen,3
488,P29_C_63_427_1633_506,P29,Copyshop,not at hand\must have at hand,pen,3
489,P29_C_63_427_1633_506,P29,Copyshop,magnetically attached,pen,3
490,P29_C_52_517_1636_574,P29,Copyshop,foldable / deformable,tissue,6
491,P29_C_52_517_1636_574,P29,Copyshop,place on,tissue,6
492,P29_C_52_517_1636_574,P29,Copyshop,not realisable,tissue,6
493,P09_T_360_168_1440_278,P09,TV,wireless connection,phone,3
494,P09_T_360_168_1440_278,P09,TV,known interaction,phone,3
495,P09_T_359_290_1458_393,P09,TV,secure,key,5
496,P09_T_363_399_1235_469,P09,TV,secure,card,4
497,P09_T_359_483_957_572,P09,TV,swipe,watch,1
498,P09_T_359_580_2147_673,P09,TV,pointing,pen,2
499,P09_T_359_580_2147_673,P09,TV,tab on object\button,pen,2
500,P09_T_359_580_2147_673,P09,TV,no additional device,pen,2
501,P09_T_359_580_2147_673,P09,TV,secure,pen,2
502,P09_T_359_580_2147_673,P09,TV,pos invisible storage,pen,2
503,P09_T_342_683_596_782,P09,TV,no usage / no sense,tissue,6
504,P01_T_91_81_1861_173,P01,TV,simple,phone,1
505,P01_T_91_81_1861_173,P01,TV,wireless connection,phone,1
506,P01_T_91_81_1861_173,P01,TV,no additional device,phone,1
507,P01_T_91_81_1861_173,P01,TV,cable,phone,1
508,P01_T_103_191_1394_260,P01,TV,swipe,watch,2
509,P01_T_103_191_1394_260,P01,TV,wireless connection,watch,2
510,P01_T_109_274_1474_379,P01,TV,pointing,pen,3
511,P01_T_109_274_1474_379,P01,TV,swipe,pen,3
512,P01_T_109_274_1474_379,P01,TV,tab on object\button,pen,3
513,P01_T_109_274_1474_379,P01,TV,wireless connection,pen,3
514,P01_T_109_274_1474_379,P01,TV,encircle,pen,3
515,P01_T_113_405_1259_514,P01,TV,uncomfortable,key,6
516,P01_T_113_405_1259_514,P01,TV,insert,key,6
517,P01_T_113_405_1259_514,P01,TV,additional device needed,key,6
518,P01_T_117_534_1599_598,P01,TV,uncomfortable,card,5
519,P01_T_117_534_1599_598,P01,TV,hold to,card,5
520,P01_T_117_534_1599_598,P01,TV,additional device needed,card,5
521,P01_T_113_655_1696_840,P01,TV,tab on object,tissue,4
522,P01_T_113_655_1696_840,P01,TV,unfolded,tissue,4
523,P01_T_113_655_1696_840,P01,TV,wireless connection,tissue,4
524,P10_T_187_114_1568_207,P10,TV,wireless connection,phone,1
525,P10_T_187_114_1568_207,P10,TV,no additional device,phone,1
526,P10_T_187_114_1568_207,P10,TV,at hand,phone,1
527,P10_T_189_219_1628_317,P10,TV,not at hand\must have at hand,key,4
528,P10_T_189_219_1628_317,P10,TV,insert,key,4
529,P10_T_187_329_1433_422,P10,TV,hold to,card,3
530,P10_T_187_329_1433_422,P10,TV,not at hand\must have at hand,card,3
531,P10_T_187_329_1433_422,P10,TV,insert,card,3
532,P10_T_193_444_1433_539,P10,TV,not at hand\must have at hand,watch,2
533,P10_T_193_444_1433_539,P10,TV,not at hand\rarely / never at hand,watch,2
534,P10_T_193_444_1433_539,P10,TV,hold to,watch,2
535,P10_T_166_561_1014_648,P10,TV,impractical / cumbersome,pen,5
536,P10_T_166_561_1014_648,P10,TV,insert,pen,5
537,P10_T_175_659_1016_748,P10,TV,hold to,tissue,6
538,P11_T_338_144_1482_210,P11,TV,wireless connection,phone,3
539,P11_T_338_144_1482_210,P11,TV,already functional,phone,3
540,P11_T_328_238_1168_314,P11,TV,uncomfortable,key,5
541,P11_T_328_238_1168_314,P11,TV,insert,key,5
542,P11_T_324_329_1116_414,P11,TV,simple,card,4
543,P11_T_324_329_1116_414,P11,TV,scan,card,4
544,P11_T_324_329_1116_414,P11,TV,place on,card,4
545,P11_T_324_329_1116_414,P11,TV,uncomfortable,card,4
546,P11_T_322_426_1345_511,P11,TV,synchronised,watch,1
547,P11_T_322_426_1345_511,P11,TV,hologram,watch,1
548,P11_T_322_426_1345_511,P11,TV,comfortable,watch,1
549,P11_T_302_528_1440_616,P11,TV,fast / quick,pen,2
550,P11_T_302_528_1440_616,P11,TV,comfortable,pen,2
551,P11_T_302_528_1440_616,P11,TV,pointing,pen,2
552,P11_T_310_638_2000_776,P11,TV,object defect after single use,tissue,6
553,P11_T_310_638_2000_776,P11,TV,wipe,tissue,6
554,P12_T_345_106_1814_227,P12,TV,known interaction,phone,2
555,P12_T_345_106_1814_227,P12,TV,wireless connection\messenger,phone,2
556,P12_T_345_106_1814_227,P12,TV,place on,phone,2
557,P12_T_349_236_1212_344,P12,TV,small / handy,key,4
558,P12_T_349_236_1212_344,P12,TV,insert,key,4
559,P12_T_354_355_1497_442,P12,TV,simple,card,5
560,P12_T_354_355_1497_442,P12,TV,place on,card,5
561,P12_T_342_457_1714_549,P12,TV,no additional device,watch,1
562,P12_T_342_457_1714_549,P12,TV,wireless connection\messenger,watch,1
563,P12_T_342_457_1714_549,P12,TV,smart,watch,1
564,P12_T_345_558_1679_629,P12,TV,small / handy,pen,3
565,P12_T_345_558_1679_629,P12,TV,at hand depending on location,pen,3
566,P12_T_345_558_1679_629,P12,TV,insert,pen,3
567,P12_T_351_650_1846_742,P12,TV,simple,tissue,6
568,P12_T_351_650_1846_742,P12,TV,scan,tissue,6
569,P12_T_351_650_1846_742,P12,TV,hold to,tissue,6
570,P13_T_335_136_1084_248,P13,TV,extra steps,phone,2
571,P13_T_335_136_1084_248,P13,TV,wireless connection,phone,2
572,P13_T_335_136_1084_248,P13,TV,impractical / cumbersome,phone,2
573,P13_T_347_260_1282_340,P13,TV,impractical / cumbersome,key,4
574,P13_T_347_260_1282_340,P13,TV,insert,key,4
575,P13_T_347_356_1367_463,P13,TV,multifunctional,card,4
576,P13_T_347_356_1367_463,P13,TV,place on,card,4
577,P13_T_351_472_1364_545,P13,TV,impractical / cumbersome,watch,3
578,P13_T_351_472_1364_545,P13,TV,extra steps,watch,3
579,P13_T_351_472_1364_545,P13,TV,wireless connection,watch,3
580,P13_T_356_559_993_650,P13,TV,fun / innovative,pen,1
581,P13_T_356_559_993_650,P13,TV,swipe,pen,1
582,P13_T_361_666_1472_767,P13,TV,swipe,tissue,4
583,P13_T_361_666_1472_767,P13,TV,impractical / cumbersome,tissue,4
584,P14_T_362_133_1560_237,P14,TV,fast / quick,phone,2
585,P14_T_362_133_1560_237,P14,TV,touch,phone,2
586,P14_T_362_133_1560_237,P14,TV,comfortable,phone,2
587,P14_T_362_133_1560_237,P14,TV,wireless connection,phone,2
588,P14_T_348_254_1760_352,P14,TV,slow,key,6
589,P14_T_348_254_1760_352,P14,TV,insert,key,6
590,P14_T_348_254_1760_352,P14,TV,uncomfortable,key,6
591,P14_T_348_254_1760_352,P14,TV,additional device needed,key,6
592,P14_T_356_366_1448_452,P14,TV,fast / quick,card,4
593,P14_T_356_366_1448_452,P14,TV,wireless connection,card,4
594,P14_T_356_366_1448_452,P14,TV,uncomfortable,card,4
595,P14_T_356_366_1448_452,P14,TV,touch,card,4
596,P14_T_356_466_1226_566,P14,TV,wireless connection,watch,3
597,P14_T_356_466_1226_566,P14,TV,fast / quick,watch,3
598,P14_T_356_466_1226_566,P14,TV,uncomfortable,watch,3
599,P14_T_356_466_1226_566,P14,TV,touch,watch,3
600,P14_T_350_578_2020_662,P14,TV,pointing,pen,1
601,P14_T_350_578_2020_662,P14,TV,swipe,pen,1
602,P14_T_350_578_2020_662,P14,TV,comfortable,pen,1
603,P14_T_350_578_2020_662,P14,TV,fast / quick,pen,1
604,P14_T_339_675_1373_803,P14,TV,wireless connection,tissue,5
605,P14_T_339_675_1373_803,P14,TV,unfolded,tissue,5
606,P14_T_339_675_1373_803,P14,TV,comfortable,tissue,5
607,P14_T_339_675_1373_803,P14,TV,fast / quick,tissue,5
608,P15_T_278_101_778_188,P15,TV,wireless connection,phone,2
609,P15_T_274_202_2193_298,P15,TV,turn,key,6
610,P15_T_274_202_2193_298,P15,TV,insert,key,6
611,P15_T_274_202_2193_298,P15,TV,original use,key,6
612,P15_T_274_313_1613_413,P15,TV,place on,card,4
613,P15_T_274_313_1613_413,P15,TV,hold to,card,4
614,P15_T_274_422_1291_507,P15,TV,wireless connection,watch,3
615,P15_T_274_422_1291_507,P15,TV,touch,watch,3
616,P15_T_274_520_2108_609,P15,TV,tab on object,pen,1
617,P15_T_274_520_2108_609,P15,TV,pointing,pen,1
618,P15_T_274_520_2108_609,P15,TV,no extra step,pen,1
619,P15_T_274_618_1538_700,P15,TV,touch,tissue,5
620,P15_T_274_618_1538_700,P15,TV,hold to,tissue,5
621,P02_T_135_143_1049_234,P02,TV,cable,phone,1
622,P02_T_135_143_1049_234,P02,TV,wireless connection,phone,1
623,P02_T_135_143_1049_234,P02,TV,no benefit / no added value,phone,1
624,P02_T_137_250_1239_328,P02,TV,insert,card,3
625,P02_T_137_250_1239_328,P02,TV,no additional device,card,3
626,P02_T_137_250_1239_328,P02,TV,intuitive,card,3
627,P02_T_137_338_1196_417,P02,TV,additional device needed,pen,4
628,P02_T_137_338_1196_417,P02,TV,insert,pen,4
629,P02_T_137_338_1196_417,P02,TV,intuitive,pen,4
630,P02_T_141_421_1261_477,P02,TV,known interaction,watch,2
631,P02_T_141_421_1261_477,P02,TV,no benefit / no added value,watch,2
632,P02_T_141_421_1261_477,P02,TV,touch,watch,2
633,P02_T_141_421_1261_477,P02,TV,place on,watch,2
634,P02_T_141_421_1261_477,P02,TV,intuitive,watch,2
635,P02_T_139_502_2050_572,P02,TV,original use,key,5
636,P02_T_139_502_2050_572,P02,TV,turn,key,5
637,P02_T_139_502_2050_572,P02,TV,insert,key,5
638,P02_T_119_590_1486_689,P02,TV,hold to,tissue,6
639,P02_T_119_590_1486_689,P02,TV,place on,tissue,6
640,P03_T_236_136_1292_285,P03,TV,impractical / cumbersome,phone,2
641,P03_T_236_136_1292_285,P03,TV,photo,phone,2
642,P03_T_236_136_1292_285,P03,TV,extra steps,phone,2
643,P03_T_236_136_1292_285,P03,TV,swipe,phone,2
644,P03_T_228_299_919_406,P03,TV,pointing,pen,1
645,P03_T_228_299_919_406,P03,TV,fast / quick,pen,1
646,P03_T_210_416_951_515,P03,TV,uncomfortable,key,5
647,P03_T_210_416_951_515,P03,TV,insert,key,5
648,P03_T_208_523_951_600,P03,TV,drag through,card,5
649,P03_T_208_523_951_600,P03,TV,uncomfortable,card,5
650,P03_T_210_610_1014_704,P03,TV,wipe,tissue,3
651,P03_T_210_610_1014_704,P03,TV,unintuitive,tissue,3
652,P03_T_199_719_1032_804,P03,TV,tab on object\button,watch,3
653,P03_T_199_719_1032_804,P03,TV,wireless connection,watch,3
654,P04_T_143_134_1458_219,P04,TV,swipe,watch,5
655,P04_T_143_134_1458_219,P04,TV,no additional device,watch,5
656,P04_T_143_134_1458_219,P04,TV,wireless connection,watch,5
657,P04_T_145_236_1704_326,P04,TV,insert,pen,3
658,P04_T_145_236_1704_326,P04,TV,pointing,pen,3
659,P04_T_145_236_1704_326,P04,TV,tab on object,pen,3
660,P04_T_145_236_1704_326,P04,TV,tab on object\button,pen,3
661,P04_T_145_236_1704_326,P04,TV,unintuitive,pen,3
662,P04_T_141_342_1476_401,P04,TV,place on,key,3
663,P04_T_141_342_1476_401,P04,TV,additional device needed,key,3
664,P04_T_135_413_1331_473,P04,TV,place on,card,2
665,P04_T_131_485_1116_556,P04,TV,not realisable,tissue,5
666,P04_T_131_485_1116_556,P04,TV,place on,tissue,5
667,P04_T_123_562_2085_655,P04,TV,wireless connection,phone,1
668,P04_T_123_562_2085_655,P04,TV,already functional,phone,1
669,P04_T_123_562_2085_655,P04,TV,multifunctional,phone,1
670,P04_T_123_562_2085_655,P04,TV,place on,phone,1
671,P04_T_123_562_2085_655,P04,TV,cable,phone,1
672,P05_T_153_138_463_212,P05,TV,multifunctional,phone,1
673,P05_T_153_138_463_212,P05,TV,wireless connection,phone,1
674,P05_T_155_221_495_279,P05,TV,wireless connection,watch,2
675,P05_T_155_221_495_279,P05,TV,smart,watch,2
676,P05_T_157_291_427_347,P05,TV,insert,key,5
677,P05_T_147_357_355_403,P05,TV,insert,pen,4
678,P05_T_135_415_407_475,P05,TV,scan,tissue,6
679,P05_T_135_415_407_475,P05,TV,writing,tissue,6
680,P05_T_136_505_496_564,P05,TV,simple,card,3
681,P05_T_136_505_496_564,P05,TV,hold to,card,3
682,P06_T_234_79_1287_153,P06,TV,place on,key,5
683,P06_T_234_79_1287_153,P06,TV,turn,key,5
684,P06_T_238_164_1507_221,P06,TV,uncomfortable,card,4
685,P06_T_238_164_1507_221,P06,TV,place on,card,4
686,P06_T_226_234_1017_314,P06,TV,uncomfortable,tissue,6
687,P06_T_226_234_1017_314,P06,TV,breakable / unstable,tissue,6
688,P06_T_226_234_1017_314,P06,TV,place on,tissue,6
689,P06_T_230_326_2034_415,P06,TV,photo,phone,1
690,P06_T_230_326_2034_415,P06,TV,comfortable,phone,1
691,P06_T_230_326_2034_415,P06,TV,multifunctional,phone,1
692,P06_T_236_428_2077_492,P06,TV,pointing,pen,2
693,P06_T_236_428_2077_492,P06,TV,comfortable,pen,2
694,P06_T_236_428_2077_492,P06,TV,swipe,pen,2
695,P06_T_238_506_2111_679,P06,TV,wipe,watch,3
696,P06_T_238_506_2111_679,P06,TV,wearable,watch,3
697,P06_T_238_506_2111_679,P06,TV,comfortable,watch,3
698,P06_T_238_506_2111_679,P06,TV,throw,watch,3
699,P06_T_238_506_2111_679,P06,TV,hold to,watch,3
700,P07_T_248_128_1487_225,P07,TV,wireless connection,phone,2
701,P07_T_236_236_1941_332,P07,TV,additional device needed,key,3
702,P07_T_236_236_1941_332,P07,TV,place on,key,3
703,P07_T_236_236_1941_332,P07,TV,uncomfortable,key,3
704,P07_T_236_236_1941_332,P07,TV,insert,key,3
705,P07_T_236_343_1040_451,P07,TV,additional device needed,card,3
706,P07_T_236_343_1040_451,P07,TV,insert,card,3
707,P07_T_236_343_1040_451,P07,TV,place on,card,3
708,P07_T_236_343_1040_451,P07,TV,uncomfortable,card,3
709,P07_T_242_459_1255_546,P07,TV,swipe,watch,1
710,P07_T_242_459_1255_546,P07,TV,smart,watch,1
711,P07_T_246_548_1120_629,P07,TV,swipe,pen,1
712,P07_T_246_635_1257_746,P07,TV,no usage / no sense,tissue,5
713,P08_T_182_99_1612_173,P08,TV,already functional,phone,4
714,P08_T_182_99_1612_173,P08,TV,comfortable,phone,4
715,P08_T_182_99_1612_173,P08,TV,wireless connection,phone,4
716,P08_T_190_181_1804_262,P08,TV,hold to,key,2
717,P08_T_190_181_1804_262,P08,TV,at hand,key,2
718,P08_T_190_181_1804_262,P08,TV,touch,key,2
719,P08_T_190_181_1804_262,P08,TV,no additional device,key,2
720,P08_T_190_181_1804_262,P08,TV,swipe,key,2
721,P08_T_176_273_1816_344,P08,TV,not at hand\rarely / never at hand,card,6
722,P08_T_176_273_1816_344,P08,TV,not at hand\must have at hand,card,6
723,P08_T_176_273_1816_344,P08,TV,place on,card,6
724,P08_T_178_352_2040_436,P08,TV,tab on object,pen,3
725,P08_T_178_352_2040_436,P08,TV,not at hand\must have at hand,pen,3
726,P08_T_178_352_2040_436,P08,TV,hold to,pen,3
727,P08_T_178_448_1986_513,P08,TV,not at hand\rarely / never at hand,watch,5
728,P08_T_178_448_1986_513,P08,TV,extra steps,watch,5
729,P08_T_178_448_1986_513,P08,TV,insert,watch,5
730,P08_T_178_448_1986_513,P08,TV,additional device needed,watch,5
731,P08_T_182_525_2005_596,P08,TV,place on,tissue,1
732,P08_T_182_525_2005_596,P08,TV,throw,tissue,1
733,P16_T_75_62_1220_137,P16,TV,no change of location,phone,3
734,P16_T_75_62_1220_137,P16,TV,place on,phone,3
735,P16_T_75_62_1220_137,P16,TV,photo,phone,3
736,P16_T_77_148_1509_227,P16,TV,no benefit / no added value,key,6
737,P16_T_77_148_1509_227,P16,TV,secure,key,6
738,P16_T_77_148_1509_227,P16,TV,change of location,key,6
739,P16_T_77_148_1509_227,P16,TV,leave there,key,6
740,P16_T_74_232_1510_314,P16,TV,no benefit / no added value,card,5
741,P16_T_74_232_1510_314,P16,TV,leave there,card,5
742,P16_T_74_232_1510_314,P16,TV,change of location,card,5
743,P16_T_74_232_1510_314,P16,TV,insert,card,5
744,P16_T_80_318_1510_388,P16,TV,no extra step,watch,3
745,P16_T_80_318_1510_388,P16,TV,take back,watch,3
746,P16_T_80_318_1510_388,P16,TV,wireless connection,watch,3
747,P16_T_80_318_1510_388,P16,TV,additional device needed,watch,3
748,P16_T_80_318_1510_388,P16,TV,hold to,watch,3
749,P16_T_80_318_1510_388,P16,TV,change of location,watch,3
750,P16_T_82_398_1510_478,P16,TV,encircle,pen,1
751,P16_T_82_398_1510_478,P16,TV,wireless connection,pen,1
752,P16_T_82_398_1510_478,P16,TV,no change of location,pen,1
753,P16_T_82_486_1048_524,P16,TV,change of location,tissue,2
754,P16_T_82_486_1048_524,P16,TV,hold to,tissue,2
755,P16_T_82_486_1048_524,P16,TV,unfolded,tissue,2
756,P16_T_82_486_1048_524,P16,TV,take back,tissue,2
757,P17_T_197_100_1363_155,P17,TV,wireless connection,phone,1
758,P17_T_197_100_1363_155,P17,TV,no change of location,phone,1
759,P17_T_197_100_1363_155,P17,TV,comfortable,phone,1
760,P17_T_197_100_1363_155,P17,TV,at hand,phone,1
761,P17_T_198_158_1547_225,P17,TV,uncomfortable,key,5
762,P17_T_198_158_1547_225,P17,TV,insert,key,5
763,P17_T_198_158_1547_225,P17,TV,leave there,key,5
764,P17_T_198_158_1547_225,P17,TV,not at hand\must have at hand,key,5
765,P17_T_198_158_1547_225,P17,TV,change of location,key,5
766,P17_T_198_158_1547_225,P17,TV,no change of location,key,5
767,P17_T_208_237_1195_312,P17,TV,change of location,card,3
768,P17_T_208_237_1195_312,P17,TV,hold to,card,3
769,P17_T_208_237_1195_312,P17,TV,uncomfortable,card,3
770,P17_T_208_237_1195_312,P17,TV,insert,card,3
771,P17_T_208_237_1195_312,P17,TV,leave there,card,3
772,P17_T_207_317_998_373,P17,TV,wireless connection,watch,2
773,P17_T_207_317_998_373,P17,TV,comfortable,watch,2
774,P17_T_207_317_998_373,P17,TV,at hand,watch,2
775,P17_T_207_317_998_373,P17,TV,no change of location,watch,2
776,P17_T_208_380_567_430,P17,TV,no change of location,pen,4
777,P17_T_208_380_567_430,P17,TV,uncomfortable,pen,4
778,P17_T_208_380_567_430,P17,TV,leave there,pen,4
779,P17_T_208_380_567_430,P17,TV,change of location,pen,4
780,P17_T_208_380_567_430,P17,TV,insert,pen,4
781,P17_T_205_445_1318_518,P17,TV,take back,tissue,6
782,P17_T_205_445_1318_518,P17,TV,hold to,tissue,6
783,P17_T_205_445_1318_518,P17,TV,not realisable,tissue,6
784,P17_T_205_445_1318_518,P17,TV,change of location,tissue,6
785,P17_T_205_445_1318_518,P17,TV,not at hand\must have at hand,tissue,6
786,P18_T_134_93_1685_221,P18,TV,hold to,phone,4
787,P18_T_134_93_1685_221,P18,TV,no change of location,phone,4
788,P18_T_134_93_1685_221,P18,TV,practical,phone,4
789,P18_T_134_93_1685_221,P18,TV,wireless connection,phone,4
790,P18_T_129_223_363_248,P18,TV,no usage / no sense,key,6
791,P18_T_122_273_1675_354,P18,TV,place on,card,3
792,P18_T_122_273_1675_354,P18,TV,no change of location,card,3
793,P18_T_121_367_687_411,P18,TV,hold to,watch,5
794,P18_T_121_367_687_411,P18,TV,practical,watch,5
795,P18_T_121_367_687_411,P18,TV,wireless connection,watch,5
796,P18_T_121_367_687_411,P18,TV,no change of location,watch,5
797,P18_T_121_427_1685_484,P18,TV,tab on object\button,pen,1
798,P18_T_121_427_1685_484,P18,TV,no change of location,pen,1
799,P18_T_121_427_1685_484,P18,TV,swipe,pen,1
800,P18_T_121_427_1685_484,P18,TV,pointing,pen,1
801,P18_T_121_516_1647_685,P18,TV,breakable / unstable,tissue,2
802,P18_T_121_516_1647_685,P18,TV,not realisable,tissue,2
803,P18_T_121_516_1647_685,P18,TV,impractical / cumbersome,tissue,2
804,P18_T_121_516_1647_685,P18,TV,fun / innovative,tissue,2
805,P18_T_121_516_1647_685,P18,TV,no change of location,tissue,2
806,P18_T_121_516_1647_685,P18,TV,disposable,tissue,2
807,P18_T_121_516_1647_685,P18,TV,throw,tissue,2
808,P19_T_14_94_1310_158,P19,TV,known interaction,phone,1
809,P19_T_14_94_1310_158,P19,TV,wireless connection,phone,1
810,P19_T_14_94_1310_158,P19,TV,no change of location,phone,1
811,P19_T_14_94_1310_158,P19,TV,swipe,phone,1
812,P19_T_26_171_876_249,P19,TV,leave there,key,6
813,P19_T_26_171_876_249,P19,TV,place on,key,6
814,P19_T_26_171_876_249,P19,TV,change of location,key,6
815,P19_T_26_171_876_249,P19,TV,insert,key,6
816,P19_T_17_266_479_341,P19,TV,change of location,card,5
817,P19_T_17_266_479_341,P19,TV,take back,card,5
818,P19_T_17_266_479_341,P19,TV,place on,card,5
819,P19_T_18_367_568_429,P19,TV,no change of location,watch,2
820,P19_T_18_367_568_429,P19,TV,wireless connection,watch,2
821,P19_T_18_367_568_429,P19,TV,swipe,watch,2
822,P19_T_22_455_1148_584,P19,TV,other\active corner / drag area,pen,3
823,P19_T_22_455_1148_584,P19,TV,swipe,pen,3
824,P19_T_22_455_1148_584,P19,TV,no change of location,pen,3
825,P19_T_22_455_1148_584,P19,TV,known interaction,pen,3
826,P19_T_29_593_1186_724,P19,TV,no change of location,tissue,4
827,P19_T_29_593_1186_724,P19,TV,hold to,tissue,4
828,P19_T_29_593_1186_724,P19,TV,pointing,tissue,4
829,P19_T_29_593_1186_724,P19,TV,tab on object,tissue,4
830,P20_T_81_90_1097_148,P20,TV,no change of location,phone,3
831,P20_T_81_90_1097_148,P20,TV,wireless connection,phone,3
