,snippet_id,pid,situation,code,object,rank
832,P20_T_81_90_1097_148,P20,TV,comfortable,phone,3
833,P20_T_79_166_526_238,P20,TV,leave there,key,4
834,P20_T_79_166_526_238,P20,TV,insert,key,4
835,P20_T_79_166_526_238,P20,TV,change of location,key,4
836,P20_T_79_166_526_238,P20,TV,low compatibility,key,4
837,P20_T_77_250_369_322,P20,TV,leave there,card,4
838,P20_T_77_250_369_322,P20,TV,change of location,card,4
839,P20_T_77_250_369_322,P20,TV,insert,card,4
840,P20_T_77_333_823_402,P20,TV,no change of location,watch,2
841,P20_T_77_333_823_402,P20,TV,comfortable,watch,2
842,P20_T_77_333_823_402,P20,TV,wireless connection,watch,2
843,P20_T_79_416_1052_463,P20,TV,swipe,pen,1
844,P20_T_79_416_1052_463,P20,TV,wireless connection,pen,1
845,P20_T_79_416_1052_463,P20,TV,no change of location,pen,1
846,P20_T_77_495_393_549,P20,TV,change of location,tissue,6
847,P20_T_77_495_393_549,P20,TV,no benefit / no added value,tissue,6
848,P20_T_77_495_393_549,P20,TV,imprint,tissue,6
849,P20_T_77_495_393_549,P20,TV,take back,tissue,6
850,P21_T_210_74_1614_163,P21,TV,no change of location,phone,1
851,P21_T_210_74_1614_163,P21,TV,photo,phone,1
852,P21_T_210_74_1614_163,P21,TV,swipe,phone,1
853,P21_T_212_167_1608_244,P21,TV,no change of location,key,6
854,P21_T_212_167_1608_244,P21,TV,hologram,key,6
855,P21_T_212_248_1614_307,P21,TV,swipe,card,3
856,P21_T_212_248_1614_307,P21,TV,not at hand\must have at hand,card,3
857,P21_T_212_248_1614_307,P21,TV,no change of location,card,3
858,P21_T_212_248_1614_307,P21,TV,hold to,card,3
859,P21_T_220_316_664_346,P21,TV,no change of location,watch,4
860,P21_T_220_316_664_346,P21,TV,voice command,watch,4
861,P21_T_206_369_1478_458,P21,TV,pointing,pen,5
862,P21_T_206_369_1478_458,P21,TV,swipe,pen,5
863,P21_T_206_369_1478_458,P21,TV,writing,pen,5
864,P21_T_206_369_1478_458,P21,TV,no change of location,pen,5
865,P21_T_214_471_1145_578,P21,TV,change of location,tissue,2
866,P21_T_214_471_1145_578,P21,TV,take back,tissue,2
867,P21_T_214_471_1145_578,P21,TV,hologram,tissue,2
868,P21_T_214_471_1145_578,P21,TV,hold to,tissue,2
869,P21_T_214_471_1145_578,P21,TV,touch,tissue,2
870,P21_T_214_471_1145_578,P21,TV,voice command,tissue,2
871,P21_T_214_471_1145_578,P21,TV,at hand,tissue,2
872,P21_T_214_471_1145_578,P21,TV,no change of location,tissue,2
873,P22_T_95_80_760_156,P22,TV,change of location,phone,2
874,P22_T_95_80_760_156,P22,TV,cable,phone,2
875,P22_T_95_80_760_156,P22,TV,known interaction,phone,2
876,P22_T_95_80_760_156,P22,TV,leave there,phone,2
877,P22_T_93_178_1431_258,P22,TV,turn,key,5
878,P22_T_93_178_1431_258,P22,TV,known interaction,key,5
879,P22_T_93_178_1431_258,P22,TV,simple,key,5
880,P22_T_93_178_1431_258,P22,TV,leave there,key,5
881,P22_T_93_178_1431_258,P22,TV,insert,key,5
882,P22_T_93_178_1431_258,P22,TV,original use,key,5
883,P22_T_93_178_1431_258,P22,TV,change of location,key,5
884,P22_T_97_268_680_308,P22,TV,leave there,card,4
885,P22_T_97_268_680_308,P22,TV,insert,card,4
886,P22_T_97_268_680_308,P22,TV,change of location,card,4
887,P22_T_97_268_680_308,P22,TV,simple,card,4
888,P22_T_93_329_877_387,P22,TV,wireless connection,watch,1
889,P22_T_93_329_877_387,P22,TV,take back,watch,1
890,P22_T_93_329_877_387,P22,TV,hold to,watch,1
891,P22_T_93_329_877_387,P22,TV,change of location,watch,1
892,P22_T_93_398_1585_494,P22,TV,wireless connection,pen,3
893,P22_T_93_398_1585_494,P22,TV,no change of location,pen,3
894,P22_T_93_398_1585_494,P22,TV,multifunctional,pen,3
895,P22_T_93_398_1585_494,P22,TV,insert,pen,3
896,P22_T_93_398_1585_494,P22,TV,pointing,pen,3
897,P22_T_93_398_1585_494,P22,TV,tab on object\button,pen,3
898,P22_T_91_496_1481_561,P22,TV,leave there,tissue,6
899,P22_T_91_496_1481_561,P22,TV,not realisable,tissue,6
900,P22_T_91_496_1481_561,P22,TV,insert,tissue,6
901,P22_T_91_496_1481_561,P22,TV,hologram,tissue,6
902,P22_T_91_496_1481_561,P22,TV,change of location,tissue,6
903,P23_T_90_78_1684_179,P23,TV,realisable,phone,4
904,P23_T_90_78_1684_179,P23,TV,no change of location,phone,4
905,P23_T_90_78_1684_179,P23,TV,place on,phone,4
906,P23_T_90_78_1684_179,P23,TV,want at hand,phone,4
907,P23_T_90_78_1684_179,P23,TV,wireless connection,phone,4
908,P23_T_92_187_1660_271,P23,TV,leave there,key,2
909,P23_T_92_187_1660_271,P23,TV,place on,key,2
910,P23_T_92_187_1660_271,P23,TV,not at hand\must have at hand,key,2
911,P23_T_92_187_1660_271,P23,TV,comfortable,key,2
912,P23_T_92_187_1660_271,P23,TV,change of location,key,2
913,P23_T_98_279_1120_349,P23,TV,leave there,card,1
914,P23_T_98_279_1120_349,P23,TV,change of location,card,1
915,P23_T_98_279_1120_349,P23,TV,place on,card,1
916,P23_T_98_279_1120_349,P23,TV,at hand,card,1
917,P23_T_92_361_1690_428,P23,TV,change of location,watch,5
918,P23_T_92_361_1690_428,P23,TV,uncomfortable,watch,5
919,P23_T_92_361_1690_428,P23,TV,fast / quick,watch,5
920,P23_T_92_361_1690_428,P23,TV,wearable,watch,5
921,P23_T_92_361_1690_428,P23,TV,take back,watch,5
922,P23_T_92_361_1690_428,P23,TV,not at hand\must have at hand,watch,5
923,P23_T_96_436_1674_528,P23,TV,at hand depending on location,pen,3
924,P23_T_96_436_1674_528,P23,TV,change of location,pen,3
925,P23_T_96_436_1674_528,P23,TV,leave there,pen,3
926,P23_T_96_436_1674_528,P23,TV,insert,pen,3
927,P23_T_96_436_1674_528,P23,TV,realisable,pen,3
928,P23_T_94_532_1315_606,P23,TV,leave there,tissue,6
929,P23_T_94_532_1315_606,P23,TV,change of location,tissue,6
930,P23_T_94_532_1315_606,P23,TV,place on,tissue,6
931,P23_T_94_532_1315_606,P23,TV,not realisable,tissue,6
932,P24_T_232_78_1210_130,P24,TV,no change of location,phone,2
933,P24_T_232_78_1210_130,P24,TV,wireless connection\cloud,phone,2
934,P24_T_232_78_1210_130,P24,TV,swipe,phone,2
935,P24_T_228_144_1669_234,P24,TV,no change of location,key,4
936,P24_T_228_144_1669_234,P24,TV,place next,key,4
937,P24_T_226_240_1572_307,P24,TV,change of location,card,5
938,P24_T_226_240_1572_307,P24,TV,touch,card,5
939,P24_T_226_240_1572_307,P24,TV,take back,card,5
940,P24_T_226_240_1572_307,P24,TV,drag through,card,5
941,P24_T_226_311_1542_390,P24,TV,no change of location,watch,1
942,P24_T_226_311_1542_390,P24,TV,swipe,watch,1
943,P24_T_226_311_1542_390,P24,TV,wireless connection,watch,1
944,P24_T_230_394_1645_461,P24,TV,magnetically attached,pen,3
945,P24_T_230_394_1645_461,P24,TV,no change of location,pen,3
946,P24_T_230_394_1645_461,P24,TV,tab on object\button,pen,3
947,P24_T_230_394_1645_461,P24,TV,pointing,pen,3
948,P24_T_228_469_1681_625,P24,TV,other original purpose,tissue,6
949,P24_T_228_469_1681_625,P24,TV,no change of location,tissue,6
950,P24_T_228_469_1681_625,P24,TV,place next,tissue,6
951,P24_T_228_469_1681_625,P24,TV,realisable,tissue,6
952,P25_T_45_101_698_138,P25,TV,wireless connection,phone,1
953,P25_T_45_101_698_138,P25,TV,no change of location,phone,1
954,P25_T_45_101_698_138,P25,TV,multifunctional,phone,1
955,P25_T_49_155_947_220,P25,TV,uncomfortable,key,6
956,P25_T_49_155_947_220,P25,TV,insert,key,6
957,P25_T_49_155_947_220,P25,TV,change of location,key,6
958,P25_T_49_155_947_220,P25,TV,leave there,key,6
959,P25_T_55_231_1429_307,P25,TV,no change of location,card,5
960,P25_T_55_231_1429_307,P25,TV,comfortable,card,5
961,P25_T_55_231_1429_307,P25,TV,place on,card,5
962,P25_T_55_231_1429_307,P25,TV,additional device needed,card,5
963,P25_T_53_322_1540_395,P25,TV,wireless connection,watch,2
964,P25_T_53_322_1540_395,P25,TV,no change of location,watch,2
965,P25_T_51_407_1024_458,P25,TV,magnetically attached,pen,3
966,P25_T_51_407_1024_458,P25,TV,swipe,pen,3
967,P25_T_51_407_1024_458,P25,TV,no change of location,pen,3
968,P25_T_58_478_1451_547,P25,TV,no change of location,tissue,5
969,P25_T_58_478_1451_547,P25,TV,additional device needed,tissue,5
970,P25_T_58_478_1451_547,P25,TV,place on,tissue,5
971,P26_T_55_17_842_88,P26,TV,wireless connection,phone,1
972,P26_T_55_17_842_88,P26,TV,no change of location,phone,1
973,P26_T_63_95_1345_169,P26,TV,simple,key,6
974,P26_T_63_95_1345_169,P26,TV,change of location,key,6
975,P26_T_63_95_1345_169,P26,TV,insert,key,6
976,P26_T_63_95_1345_169,P26,TV,leave there,key,6
977,P26_T_65_179_1401_260,P26,TV,not realisable,card,4
978,P26_T_65_179_1401_260,P26,TV,leave there,card,4
979,P26_T_65_179_1401_260,P26,TV,change of location,card,4
980,P26_T_65_179_1401_260,P26,TV,practical,card,4
981,P26_T_66_269_1098_340,P26,TV,no change of location,watch,2
982,P26_T_66_269_1098_340,P26,TV,wireless connection,watch,2
983,P26_T_61_343_418_405,P26,TV,insert,pen,5
984,P26_T_61_343_418_405,P26,TV,change of location,pen,5
985,P26_T_61_343_418_405,P26,TV,leave there,pen,5
986,P26_T_58_419_1023_481,P26,TV,leave there,tissue,3
987,P26_T_58_419_1023_481,P26,TV,place on,tissue,3
988,P26_T_58_419_1023_481,P26,TV,change of location,tissue,3
989,P26_T_58_419_1023_481,P26,TV,no additional device,tissue,3
990,P27_T_83_105_496_187,P27,TV,no change of location,phone,1
991,P27_T_83_105_496_187,P27,TV,wireless connection,phone,1
992,P27_T_90_212_558_260,P27,TV,change of location,key,5
993,P27_T_90_212_558_260,P27,TV,insert,key,5
994,P27_T_90_212_558_260,P27,TV,leave there,key,5
995,P27_T_90_212_558_260,P27,TV,additional device needed,key,5
996,P27_T_81_282_1719_361,P27,TV,change of location,card,2
997,P27_T_81_282_1719_361,P27,TV,take back,card,2
998,P27_T_81_282_1719_361,P27,TV,scan,card,2
999,P27_T_85_381_480_445,P27,TV,no change of location,watch,4
1000,P27_T_85_381_480_445,P27,TV,wireless connection,watch,4
1001,P27_T_91_455_1524_520,P27,TV,no change of location,pen,3
1002,P27_T_91_455_1524_520,P27,TV,tab on object\button,pen,3
1003,P27_T_91_455_1524_520,P27,TV,project,pen,3
1004,P27_T_91_455_1524_520,P27,TV,wireless connection,pen,3
1005,P27_T_75_554_1397_613,P27,TV,place on,tissue,6
1006,P27_T_75_554_1397_613,P27,TV,leave there,tissue,6
1007,P27_T_75_554_1397_613,P27,TV,change of location,tissue,6
1008,P27_T_75_554_1397_613,P27,TV,additional device needed,tissue,6
1009,P28_T_85_104_656_167,P28,TV,no change of location,phone,3
1010,P28_T_85_104_656_167,P28,TV,pointing,phone,3
1011,P28_T_90_196_1026_244,P28,TV,change of location,key,6
1012,P28_T_90_196_1026_244,P28,TV,insert,key,6
1013,P28_T_90_196_1026_244,P28,TV,leave there,key,6
1014,P28_T_90_196_1026_244,P28,TV,extra steps,key,6
1015,P28_T_85_256_1002_327,P28,TV,change of location,card,5
1016,P28_T_85_256_1002_327,P28,TV,leave there,card,5
1017,P28_T_85_256_1002_327,P28,TV,extra steps,card,5
1018,P28_T_85_256_1002_327,P28,TV,insert,card,5
1019,P28_T_84_345_874_416,P28,TV,wireless connection\cloud,watch,4
1020,P28_T_84_345_874_416,P28,TV,swipe,watch,4
1021,P28_T_84_345_874_416,P28,TV,no change of location,watch,4
1022,P28_T_87_435_1045_499,P28,TV,change of location,pen,1
1023,P28_T_87_435_1045_499,P28,TV,at hand,pen,1
1024,P28_T_87_435_1045_499,P28,TV,touch,pen,1
1025,P28_T_85_509_759_582,P28,TV,no change of location,tissue,2
1026,P28_T_85_509_759_582,P28,TV,pointing,tissue,2
1027,P29_T_75_111_1670_184,P29,TV,fun / innovative,phone,1
1028,P29_T_75_111_1670_184,P29,TV,cable,phone,1
1029,P29_T_75_111_1670_184,P29,TV,hold to,phone,1
1030,P29_T_75_111_1670_184,P29,TV,change of location,phone,1
1031,P29_T_75_111_1670_184,P29,TV,wireless connection\cloud,phone,1
1032,P29_T_75_111_1670_184,P29,TV,take back,phone,1
1033,P29_T_76_208_1445_276,P29,TV,take back,key,5
1034,P29_T_76_208_1445_276,P29,TV,other original purpose,key,5
1035,P29_T_76_208_1445_276,P29,TV,place on,key,5
1036,P29_T_76_208_1445_276,P29,TV,change of location,key,5
1037,P29_T_88_294_1153_370,P29,TV,place on,card,3
1038,P29_T_88_294_1153_370,P29,TV,take back,card,3
1039,P29_T_88_294_1153_370,P29,TV,change of location,card,3
1040,P29_T_78_377_1658_460,P29,TV,neg wearable,watch,2
1041,P29_T_78_377_1658_460,P29,TV,hold to,watch,2
1042,P29_T_78_377_1658_460,P29,TV,change of location,watch,2
1043,P29_T_78_377_1658_460,P29,TV,take back,watch,2
1044,P29_T_70_464_983_521,P29,TV,take back,pen,3
1045,P29_T_70_464_983_521,P29,TV,hold to,pen,3
1046,P29_T_70_464_983_521,P29,TV,change of location,pen,3
1047,P29_T_70_464_983_521,P29,TV,magnetically attached,pen,3
1048,P29_T_82_528_1230_624,P29,TV,take back,tissue,6
1049,P29_T_82_528_1230_624,P29,TV,not realisable,tissue,6
1050,P29_T_82_528_1230_624,P29,TV,change of location,tissue,6
1051,P29_T_82_528_1230_624,P29,TV,place on,tissue,6
1052,P29_T_82_528_1230_624,P29,TV,hold to,tissue,6
1053,P29_T_82_528_1230_624,P29,TV,unfolded,tissue,6
1054,P30_T_114_93_1824_197,P30,TV,change of location,phone,1
1055,P30_T_114_93_1824_197,P30,TV,cable,phone,1
1056,P30_T_114_93_1824_197,P30,TV,impractical / cumbersome,phone,1
1057,P30_T_114_93_1824_197,P30,TV,leave there,phone,1
1058,P30_T_114_199_1415_280,P30,TV,change of location,key,5
1059,P30_T_114_199_1415_280,P30,TV,insert,key,5
1060,P30_T_114_199_1415_280,P30,TV,unsecure,key,5
1061,P30_T_114_199_1415_280,P30,TV,leave there,key,5
1062,P30_T_114_286_1047_370,P30,TV,leave there,card,3
1063,P30_T_114_286_1047_370,P30,TV,change of location,card,3
1064,P30_T_114_286_1047_370,P30,TV,insert,card,3
1065,P30_T_114_286_1047_370,P30,TV,place on,card,3
1066,P30_T_118_378_1824_464,P30,TV,take back,watch,2
1067,P30_T_118_378_1824_464,P30,TV,change of location,watch,2
1068,P30_T_118_378_1824_464,P30,TV,wearable,watch,2
1069,P30_T_118_378_1824_464,P30,TV,uncomfortable,watch,2
1070,P30_T_112_472_584_525,P30,TV,leave there,pen,6
1071,P30_T_112_472_584_525,P30,TV,change of location,pen,6
1072,P30_T_112_472_584_525,P30,TV,insert,pen,6
1073,P30_T_112_536_518_599,P30,TV,place on,tissue,3
1074,P30_T_112_536_518_599,P30,TV,leave there,tissue,3
1075,P30_T_112_536_518_599,P30,TV,insert,tissue,3
1076,P30_T_112_536_518_599,P30,TV,change of location,tissue,3
1077,P09_O_325_147_2069_239,P09,Office,take back,phone,4
1078,P09_O_325_147_2069_239,P09,Office,identification / verification,phone,4
1079,P09_O_325_147_2069_239,P09,Office,personal object,phone,4
1080,P09_O_325_147_2069_239,P09,Office,change of location,phone,4
1081,P09_O_325_147_2069_239,P09,Office,no change of hand,phone,4
1082,P09_O_325_147_2069_239,P09,Office,hold to,phone,4
1083,P09_O_326_251_2266_363,P09,Office,turn,key,2
1084,P09_O_326_251_2266_363,P09,Office,known interaction,key,2
1085,P09_O_326_251_2266_363,P09,Office,smart,key,2
1086,P09_O_326_251_2266_363,P09,Office,identification / verification,key,2
1087,P09_O_326_251_2266_363,P09,Office,secure,key,2
1088,P09_O_329_372_2188_470,P09,Office,impersonal object,card,1
1089,P09_O_329_372_2188_470,P09,Office,change of hand,card,1
1090,P09_O_329_372_2188_470,P09,Office,data deleted after single use,card,1
1091,P09_O_329_372_2188_470,P09,Office,other person needs not to be present,card,1
1092,P09_O_329_372_2188_470,P09,Office,place on,card,1
1093,P09_O_329_372_2188_470,P09,Office,change of location,card,1
1094,P09_O_329_372_2188_470,P09,Office,secure,card,1
1095,P09_O_329_372_2188_470,P09,Office,leave there,card,1
1096,P09_O_329_372_2188_470,P09,Office,comfortable,card,1
1097,P09_O_331_477_819_557,P09,Office,take back,watch,3
1098,P09_O_331_477_819_557,P09,Office,identification / verification,watch,3
1099,P09_O_331_477_819_557,P09,Office,hold to,watch,3
1100,P09_O_331_477_819_557,P09,Office,no change of hand,watch,3
1101,P09_O_331_477_819_557,P09,Office,personal object,watch,3
1102,P09_O_331_477_819_557,P09,Office,change of location,watch,3
1103,P09_O_331_570_2154_662,P09,Office,extra steps,pen,5
1104,P09_O_331_570_2154_662,P09,Office,identification / verification,pen,5
1105,P09_O_331_570_2154_662,P09,Office,secure,pen,5
1106,P09_O_331_570_2154_662,P09,Office,no change of hand,pen,5
1107,P09_O_331_570_2154_662,P09,Office,take back,pen,5
1108,P09_O_331_570_2154_662,P09,Office,writing,pen,5
1109,P09_O_326_678_847_783,P09,Office,no usage / no sense,tissue,6
1110,P01_O_139_149_1124_273,P01,Office,fast / quick,phone,1
1111,P01_O_139_149_1124_273,P01,Office,no change of location,phone,1
1112,P01_O_139_149_1124_273,P01,Office,wireless connection\messenger,phone,1
1113,P01_O_139_285_889_379,P01,Office,no change of location,watch,2
1114,P01_O_139_285_889_379,P01,Office,fast / quick,watch,2
1115,P01_O_139_396_2240_497,P01,Office,hold to,card,5
1116,P01_O_139_396_2240_497,P01,Office,no change of hand,card,5
1117,P01_O_139_396_2240_497,P01,Office,fast / quick,card,5
1118,P01_O_139_396_2240_497,P01,Office,other person needs not to be present,card,5
1119,P01_O_139_396_2240_497,P01,Office,change of hand,card,5
1120,P01_O_139_396_2240_497,P01,Office,change of location,card,5
1121,P01_O_139_511_1955_627,P01,Office,insert,key,3
1122,P01_O_139_511_1955_627,P01,Office,secure,key,3
1123,P01_O_139_511_1955_627,P01,Office,other,key,3
1124,P01_O_137_634_1393_725,P01,Office,magnetically attached,pen,4
1125,P01_O_137_634_1393_725,P01,Office,pointing,pen,4
1126,P01_O_137_634_1393_725,P01,Office,fast / quick,pen,4
1127,P01_O_130_748_2265_874,P01,Office,throw away,tissue,6
1128,P01_O_130_748_2265_874,P01,Office,object defect after single use,tissue,6
1129,P01_O_130_748_2265_874,P01,Office,change of location,tissue,6
1130,P01_O_130_748_2265_874,P01,Office,leave there,tissue,6
1131,P01_O_130_748_2265_874,P01,Office,disposable,tissue,6
1132,P10_O_154_63_1581_192,P10,Office,simple,phone,1
1133,P10_O_154_63_1581_192,P10,Office,fast / quick,phone,1
1134,P10_O_154_63_1581_192,P10,Office,place on,phone,1
1135,P10_O_154_63_1581_192,P10,Office,wireless connection\messenger,phone,1
1136,P10_O_157_208_1581_306,P10,Office,small / handy,key,3
1137,P10_O_157_208_1581_306,P10,Office,change of location,key,3
1138,P10_O_157_208_1581_306,P10,Office,take back,key,3
1139,P10_O_157_208_1581_306,P10,Office,insert,key,3
1140,P10_O_157_208_1581_306,P10,Office,change of hand,key,3
1141,P10_O_157_317_1620_422,P10,Office,take back,card,5
1142,P10_O_157_317_1620_422,P10,Office,change of hand,card,5
1143,P10_O_157_317_1620_422,P10,Office,change of location,card,5
1144,P10_O_157_317_1620_422,P10,Office,small / handy,card,5
1145,P10_O_157_317_1620_422,P10,Office,hold to,card,5
1146,P10_O_155_438_942_536,P10,Office,smart,watch,2
1147,P10_O_155_438_942_536,P10,Office,simple,watch,2
1148,P10_O_155_438_942_536,P10,Office,wireless connection\messenger,watch,2
1149,P10_O_155_438_942_536,P10,Office,fast / quick,watch,2
1150,P10_O_157_546_1490_646,P10,Office,change of hand,pen,3
1151,P10_O_157_546_1490_646,P10,Office,take back,pen,3
1152,P10_O_157_546_1490_646,P10,Office,at hand depending on location,pen,3
1153,P10_O_157_546_1490_646,P10,Office,insert,pen,3
1154,P10_O_157_546_1490_646,P10,Office,change of location,pen,3
1155,P10_O_155_657_961_769,P10,Office,change of hand,tissue,6
1156,P10_O_155_657_961_769,P10,Office,take back,tissue,6
1157,P10_O_155_657_961_769,P10,Office,change of location,tissue,6
1158,P10_O_155_657_961_769,P10,Office,hold to,tissue,6
1159,P11_O_285_113_956_216,P11,Office,scan,phone,2
1160,P11_O_285_113_956_216,P11,Office,multifunctional,phone,2
1161,P11_O_285_113_956_216,P11,Office,known interaction,phone,2
1162,P11_O_285_113_956_216,P11,Office,wireless connection,phone,2
1163,P11_O_285_230_1141_319,P11,Office,secure,key,3
1164,P11_O_285_230_1141_319,P11,Office,other\automatic transportation,key,3
1165,P11_O_285_230_1141_319,P11,Office,other,key,3
1166,P11_O_285_230_1141_319,P11,Office,additional device needed,key,3
1167,P11_O_283_333_2165_434,P11,Office,slow,card,5
1168,P11_O_283_333_2165_434,P11,Office,take back,card,5
1169,P11_O_283_333_2165_434,P11,Office,scan,card,5
1170,P11_O_283_333_2165_434,P11,Office,hold to,card,5
1171,P11_O_283_333_2165_434,P11,Office,change of hand,card,5
1172,P11_O_256_445_2220_536,P11,Office,comfortable,watch,1
1173,P11_O_256_445_2220_536,P11,Office,hologram,watch,1
1174,P11_O_256_445_2220_536,P11,Office,no change of location,watch,1
1175,P11_O_256_445_2220_536,P11,Office,fast / quick,watch,1
1176,P11_O_265_550_2206_664,P11,Office,data deleted after single use,pen,4
1177,P11_O_265_550_2206_664,P11,Office,change of location,pen,4
1178,P11_O_265_550_2206_664,P11,Office,take back,pen,4
1179,P11_O_265_550_2206_664,P11,Office,change of hand,pen,4
1180,P11_O_265_550_2206_664,P11,Office,touch,pen,4
1181,P11_O_269_673_2222_970,P11,Office,wipe,tissue,6
1182,P11_O_269_673_2222_970,P11,Office,fast / quick,tissue,6
1183,P11_O_269_673_2222_970,P11,Office,change of location,tissue,6
1184,P11_O_269_673_2222_970,P11,Office,technical / technological,tissue,6
1185,P12_O_312_171_2073_276,P12,Office,take back,phone,6
1186,P12_O_312_171_2073_276,P12,Office,at hand depending on location,phone,6
1187,P12_O_312_171_2073_276,P12,Office,place on,phone,6
1188,P12_O_312_171_2073_276,P12,Office,change of hand,phone,6
1189,P12_O_312_171_2073_276,P12,Office,change of location,phone,6
1190,P12_O_317_283_2265_388,P12,Office,secure,key,1
1191,P12_O_317_283_2265_388,P12,Office,other person needs not to be present,key,1
1192,P12_O_317_283_2265_388,P12,Office,insert,key,1
1193,P12_O_303_395_1790_490,P12,Office,change of hand,card,3
1194,P12_O_303_395_1790_490,P12,Office,data deleted after single use,card,3
1195,P12_O_303_395_1790_490,P12,Office,hold to,card,3
1196,P12_O_303_395_1790_490,P12,Office,leave there,card,3
1197,P12_O_326_495_1229_566,P12,Office,hold to,watch,5
1198,P12_O_326_495_1229_566,P12,Office,at hand depending on location,watch,5
1199,P12_O_342_586_1134_661,P12,Office,no change of location,pen,2
1200,P12_O_342_586_1134_661,P12,Office,no change of hand,pen,2
1201,P12_O_326_675_1708_762,P12,Office,hold to,tissue,4
1202,P12_O_326_675_1708_762,P12,Office,change of hand,tissue,4
1203,P12_O_326_675_1708_762,P12,Office,leave there,tissue,4
1204,P12_O_326_675_1708_762,P12,Office,throw away,tissue,4
1205,P12_O_326_675_1708_762,P12,Office,data deleted after single use,tissue,4
1206,P12_O_326_675_1708_762,P12,Office,object defect after single use,tissue,4
1207,P12_O_326_675_1708_762,P12,Office,change of location,tissue,4
1208,P13_O_363_139_1732_237,P13,Office,known interaction,phone,2
1209,P13_O_363_139_1732_237,P13,Office,scan,phone,2
1210,P13_O_363_139_1732_237,P13,Office,wireless connection,phone,2
1211,P13_O_358_256_2143_367,P13,Office,hold to,key,4
1212,P13_O_358_256_2143_367,P13,Office,insert,key,4
1213,P13_O_358_256_2143_367,P13,Office,multifunctional,key,4
1214,P13_O_358_256_2143_367,P13,Office,take back,key,4
1215,P13_O_358_256_2143_367,P13,Office,change of hand,key,4
1216,P13_O_360_374_1694_456,P13,Office,hold to,card,4
1217,P13_O_360_374_1694_456,P13,Office,change of hand,card,4
1218,P13_O_360_374_1694_456,P13,Office,take back,card,4
1219,P13_O_360_374_1694_456,P13,Office,multifunctional,card,4
1220,P13_O_360_374_1694_456,P13,Office,insert,card,4
1221,P13_O_360_470_890_552,P13,Office,wireless connection,watch,2
1222,P13_O_360_470_890_552,P13,Office,scan,watch,2
1223,P13_O_360_470_890_552,P13,Office,known interaction,watch,2
1224,P13_O_360_565_2214_654,P13,Office,insert,pen,6
1225,P13_O_360_565_2214_654,P13,Office,hold to,pen,6
1226,P13_O_360_565_2214_654,P13,Office,already functional,pen,6
1227,P13_O_360_565_2214_654,P13,Office,at hand depending on location,pen,6
1228,P13_O_360_565_2214_654,P13,Office,swipe,pen,6
1229,P13_O_360_565_2214_654,P13,Office,no benefit / no added value,pen,6
1230,P13_O_364_668_1966_798,P13,Office,wipe,tissue,1
1231,P13_O_364_668_1966_798,P13,Office,fun / innovative,tissue,1
1232,P13_O_364_668_1966_798,P13,Office,leave there,tissue,1
1233,P13_O_364_668_1966_798,P13,Office,other,tissue,1
1234,P13_O_364_668_1966_798,P13,Office,change of hand,tissue,1
1235,P14_O_359_83_1337_176,P14,Office,already functional,phone,5
1236,P14_O_359_83_1337_176,P14,Office,wireless connection\messenger,phone,5
1237,P14_O_359_83_1337_176,P14,Office,wireless connection,phone,5
1238,P14_O_363_189_1289_283,P14,Office,insert,key,6
1239,P14_O_363_189_1289_283,P14,Office,change of hand,key,6
1240,P14_O_363_189_1289_283,P14,Office,leave there,key,6
1241,P14_O_363_189_1289_283,P14,Office,change of location,key,6
1242,P14_O_363_189_1289_283,P14,Office,no benefit / no added value,key,6
1243,P14_O_365_306_1460_383,P14,Office,change of hand,card,3
1244,P14_O_365_306_1460_383,P14,Office,leave there,card,3
1245,P14_O_365_306_1460_383,P14,Office,fun / innovative,card,3
1246,P14_O_365_306_1460_383,P14,Office,drag through,card,3
1247,P14_O_365_397_1225_461,P14,Office,wireless connection\messenger,watch,5
1248,P14_O_365_397_1225_461,P14,Office,smart,watch,5
1249,P14_O_365_397_1225_461,P14,Office,already functional,watch,5
1250,P14_O_365_477_1239_573,P14,Office,take back,pen,1
1251,P14_O_365_477_1239_573,P14,Office,change of location,pen,1
1252,P14_O_365_477_1239_573,P14,Office,fun / innovative,pen,1
1253,P14_O_365_477_1239_573,P14,Office,no change of hand,pen,1
1254,P14_O_365_477_1239_573,P14,Office,touch,pen,1
1255,P14_O_367_596_1985_828,P14,Office,leave there,tissue,2
1256,P14_O_367_596_1985_828,P14,Office,throw away,tissue,2
1257,P14_O_367_596_1985_828,P14,Office,wireless connection,tissue,2
1258,P14_O_367_596_1985_828,P14,Office,wireless connection\cloud,tissue,2
1259,P14_O_367_596_1985_828,P14,Office,change of hand,tissue,2
1260,P14_O_367_596_1985_828,P14,Office,object defect after single use,tissue,2
1261,P14_O_367_596_1985_828,P14,Office,breakable / unstable,tissue,2
1262,P15_O_299_139_1232_217,P15,Office,wireless connection\cloud,phone,2
1263,P15_O_299_139_1232_217,P15,Office,wireless connection\messenger,phone,2
1264,P15_O_310_224_1524_317,P15,Office,simple,key,5
1265,P15_O_310_224_1524_317,P15,Office,take back,key,5
1266,P15_O_310_224_1524_317,P15,Office,insert,key,5
1267,P15_O_310_224_1524_317,P15,Office,change of hand,key,5
1268,P15_O_306_335_1627_431,P15,Office,change of hand,card,4
1269,P15_O_306_335_1627_431,P15,Office,take back,card,4
